Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
20160113ARHAB,2016-01-13,Winter,Harmony Grove High School,Benton,AR,High,Parking Lot,No,After School,3:00 PM,No,No,No,No
20160120INNOI,2016-01-20,Winter,Northwestern Community High School,Indianapolis,IN,High,Parking Lot,Yes,Before School,,N/A,N/A,No,No
20160122INLAI,2016-01-22,Winter,Lawrence Central High School,Indianapolis,IN,High,Beside Building,No,Sport Event,9:30 PM,No,No,No,No
20160129PABEP,2016-01-29,Winter,Benjamin Franklin High School,Philadelphia,PA,High,Hallway,Yes,Lunch,12:00 PM,No,No,No,No
20160209MIMUM,2016-02-09,Winter,Muskegon Heights High School,Muskegon Heights,MI,High,Parking Lot,No,Sport Event,,No,No,Yes,No
20160212AZING,2016-02-12,Winter,Independence High School,Glendale,AZ,High,Courtyard,Yes,Before School,7:53 AM,No,Yes,No,No
20160217PACHC,2016-02-17,Winter,Chester High School (bus),Chester,PA,High,School Bus,Yes,Lunch,11:00 AM,,No,Yes,No
20160217FLROH,2016-02-17,Winter,Rock Crusher Elementary School,Homosassa,FL,Elementary,Beside Building,Yes,School Start,8:00 AM,N/A,N/A,N/A,N/A
20160226TXPAP,2016-02-26,Winter,Palestine High School,Palestine,TX,High,Parking Lot,No,Sport Event,5:56 PM,No,Yes,No,No
20160229OHMAM,2016-02-29,Winter,Madison High School,Middletown,OH,High,Cafeteria,Yes,Lunch,11:15 AM,No,No,No,Yes
20160315ALHUB,2016-03-15,Spring,Huffman High School,Birmingham,AL,High,Parking Lot,Yes,Dismissal,2:30 PM,No,No,No,No
20160423WIANA,2016-04-23,Spring,Antigo High School,Antigo,WI,High,Parking Lot,No,School Event,,Yes,Yes,No,Yes
20160502TXKID,2016-05-02,Spring,Kimball High School,Dallas,TX,High,Classroom,Yes,Morning Classes,8:00 AM,Yes,No,No,No
20160504COEAP,2016-05-04,Spring,East High School,Pueblo,CO,High,Parking Lot,No,After School,3:00 PM,,No,No,No
20160505MDHIB,2016-05-05,Spring,High Point High School,Beltsville,MD,High,Parking Lot,No,After School,4:40 PM,,Yes,No,No
20160506FLOSP,2016-05-06,Spring,Oscar Patterson Elementary School,Panama City,FL,Elementary,Office,Yes,,,No,No,No,No
20160506IDROT,2016-05-06,Spring,Robert Stuart Middle School,Twin Falls,ID,Middle,Classroom,Yes,Afternoon Classes,12:45 PM,N/A,N/A,No,No
20160513SCSOG,2016-05-13,Spring,Southside High School,Greenville,SC,High,Cafeteria,Yes,School Start,8:30 AM,No,No,No,No
20160515KSAUA,2016-05-15,Spring,Augusta High School,Augusta,KS,High,Football Field/Track,No,School Event,1:55 PM,No,No,No,No
20160608MAJED,2016-06-08,Summer,Jeremiah Burke High School,Dorchester,MA,High,Front of School,Yes,Afternoon Classes,1:00 PM,No,No,Yes,No
20160616ILMCC,2016-06-16,Summer,Mcnair Elementary School,Chicago,IL,Elementary,Parking Lot,Yes,Lunch,12:30 PM,,No,No,No
20160630CAWOH,2016-06-30,Summer,Woodrow Wilson Junior High School,Hanford,CA,Junior High,Outside on School Property,No,Evening,7:35 PM,,No,No,No
20160725MOAVA,2016-07-25,Summer,Ava High School,Ava,MO,High,Parking Lot,No,Night,1:45 AM,No,No,No,No
20160817OHWEC,2016-08-17,Summer,Wedgewood Middle School,Columbus,OH,Middle,Parking Lot,No,Evening,8:10 PM,,No,,No
20160819FLSOM,2016-08-19,Summer,Southridge High School,Miami,FL,High,Parking Lot,No,Sport Event,9:40 PM,No,No,,No
20160902OKMCT,2016-09-02,Fall,McClain High School,Tulsa,OK,High,Football Field/Track,No,Sport Event,9:15 PM,No,No,Yes,No
20160907MIDED,2016-09-07,Fall,Detroit Collegiate Preparatory High School,Detroit,MI,High,Parking Lot,Yes,Before School,7:00 AM,,,,No
20160908TXALA,2016-09-08,Fall,Alpine High School,Alpine,TX,High,Bathroom,Yes,Morning Classes,9:00 AM,No,Yes,No,No
20160909IACEC,2016-09-09,Fall,Cedar Rapids Jefferson High School,Cedar Rapids,IA,High,Beside Building,Yes,Morning Classes,7:55 AM,,,No,No
20160909PASMY,2016-09-09,Fall,Small Athletic Field (William Penn Senior High School game),York,PA,High,Parking Lot,No,Sport Event,9:30 PM,No,No,No,No
20160926MSTAJ,2016-09-26,Fall,T A Wilson Academy (bus),Jackson,MS,High,Front of School (Bus),Yes,Dismissal,2:30 PM,No,,No,No
20160927OHELC,2016-09-27,Fall,Elder High School,Cincinnati,OH,High,Football Field/Track,No,Sport Event,9:30 PM,No,No,,No
20160928TNSYP,2016-09-28,Fall,Sycamore Middle School,Pleasant View,TN,Middle,Office,Yes,Morning Classes,10:00:00,,No,No,Yes
20160928SCTOT,2016-09-28,Fall,Townville Elementary School,Townville,SC,Elementary,Playground,Yes,Afternoon Classes,1:45 PM,Yes,No,No,Yes
20160930ILCHC,2016-09-30,Fall,Christ of King Jesuit College Prep (bus),Chicago,IL,High,School Bus,Yes,After School,5:30 PM,,No,,No
20161006TXDUF,2016-10-06,Fall,Dunbar HIgh School,Fort Worth,TX,High,Football Field/Track,No,Sport Event,7:30 PM,,,Yes,No
20161011ALVIM,2016-10-11,Fall,Vigor High School,Mobile,AL,High,Outside on School Property,No,After School,3:45 PM,No,No,No,No
20161013OHLIC,2016-10-13,Fall,Linden McKinley STEM Academy,Columbus,OH,High,Front of School,No,Dismissal,2:40 PM,No,No,Yes,No
20161015GABEA,2016-10-15,Fall,Benjamin E. Mays High School,Atlanta,GA,High,Parking Lot,No,Sport Event,,No,No,Yes,No
20161018CAJUS,2016-10-18,Fall,June Jordan High School for Equity,San Francisco,CA,High,Parking Lot,No,After School,3:20 PM,No,No,,No
20161025UTUNS,2016-10-25,Fall,Union Middle School,Sandy,UT,Middle,Beside Building,Yes,Dismissal,3:00 PM,No,No,No,No
20161102COGRG,2016-11-02,Fall,Grand Junction High School,Grand Junction,CO,High,Parking Lot,Yes,After School,3:00 PM,,,No,No
20161103COBEB,2016-11-03,Fall,Berthoud High School,Berthoud,CO,High,Inside School Building,No,Before School,,No,No,No,No
20161111MIBAA,2016-11-11,Fall,Bay City Western High School,Auburn,MI,High,Office,Yes,Lunch,12:30 PM,No,No,No,No
20161117MNCRS,2016-11-17,Fall,Crossroads Elementary School,St. Paul,MN,Elementary,Inside School Building,Yes,Morning Classes,8:40 AM,No,No,No,No
20161201UTMUB,2016-12-01,Winter,Mueller Park Junior High School,Bountiful,UT,Junior High,Classroom,No,Morning Classes,8:13 AM,Yes,No,No,No
20161209MOBAS,2016-12-09,Winter,Bayless High School,St. Louis,MO,High,Gym,No,Sport Event,7:15 PM,No,No,No,No
20161209NVHUR,2016-12-09,Winter,Hug High School,Reno,NV,High,Outside on School Property,Yes,Morning Classes,11:25 AM,,,,
20161216FLSAJ,2016-12-16,Winter,Samuel W. Wolfson High School,Jacksonville,FL,High,School Bus,Yes,Dismissal,14:50:00,No,No,No,No
20170101DELAH,2017-01-01,Winter,Lake Forest South Elementary School,Harrington,DE,Elementary,Field (General),No,Not a School Day,4:00 PM,No,No,No,No
20170110ALALA,2017-01-10,Winter,Alexander City Middle School,Alexander City,AL,Middle,Inside School Building,Yes,Afternoon Classes,1:00 PM,No,No,No,No
20170117FLFRE,2017-01-17,Winter,Franklin County Elementary School,Eastpoint,FL,Elementary,Parking Lot,Yes,Dismissal,,No,No,No,No
20170120OHWEW,2017-01-20,Winter,West Liberty-Salem High School,West Liberty,OH,High,Bathroom,Yes,Morning Classes,07:36:00,No,No,No,Yes
20170127SCSOA,2017-01-27,Winter,South Aiken High School,Aiken,SC,High,Beside Building,No,Sport Event,21:00:00,No,No,Yes,No
20170127ILSCN,2017-01-27,Winter,Thomas G Scullen Middle School,Naperville,IL,Middle,Parking Lot,No,Evening,20:00:00,No,No,No,No
20170206LASCB,2017-02-06,Winter,Scotlandville Magnet High School,Baton Rouge,LA,High,Outside on School Property,Yes,Lunch,12:00 PM,,,No,No
20170218MNMAM,2017-02-18,Winter,Maplewood Middle School,Maplewood,MN,Middle,Parking Lot,No,Not a School Day,6:00 AM,N/A,,No,No
20170316ALROM,2017-03-16,Spring,Robert E. Lee High School,Montgomery,AL,High,Parking Lot,Yes,Dismissal,15:00:00,,No,No,No
20170321CAKIK,2017-03-21,Spring,King City High School,King City,CA,High,Parking Lot,Yes,Morning Classes,11:00 AM,No,No,Yes,No
20170328PALIP,2017-03-28,Spring,Linton Middle School,Penn Hills,PA,Middle,Parking Lot,No,After School,4:30 PM,No,No,No,No
20170410CANOS,2017-04-10,Spring,North Park Elementary School,San Bernardino,CA,Elementary,Classroom,Yes,Morning Classes,10:30 AM,No,Yes,No,No
20170415OKBOT,2017-04-15,Spring,Booker T. Washington High School,Tulsa,OK,High,Parking Lot,No,Not a School Day,9:05 PM,No,No,,No
20170415ORMEP,2017-04-15,Spring,Menlo Park Elementary School,Portland,OR,Elementary,Field (General),No,Not a School Day,12:42:00,No,No,null,No
20170515LAMOL,2017-05-15,Spring,Moss Bluff Elementary School,Lake Charles,LA,Elementary,Inside School Building,Yes,Morning Classes,7:50 AM,No,No,No,No
20170523TXKEK,2017-05-23,Spring,Kerbyville High School,Kirbyville,TX,High,Parking Lot,No,After School,4:00 PM,No,No,No,No
20170524ALGRG,2017-05-24,Spring,Greensboro High School,Greensboro,AL,High,Front of School,Yes,Morning Classes,11:30 AM,,,No,No
20170524NEMCO,2017-05-24,Spring,McMillan Middle School,Omaha,NE,Middle,Parking Lot,No,Evening,8:00 PM,No,No,No,No
20170526OKMCT,2017-05-26,Spring,McLain High School,Tulsa,OK,High,Football Field/Track,No,Sport Event,,,No,,No
20170616ILWAC,2017-06-16,Summer,Warren Elementary School,Chicago,IL,Elementary,Field (General),Yes,After School,1:51 PM,No,No,Yes,No
20170622SCWIF,2017-06-22,Summer,Wilson High School,Florence,SC,High,Parking Lot,Yes,School Start,8:00 AM,No,No,No,No
20170719WIHIM,2017-07-19,Summer,Hickman Academy Preparatory School,Milwaukee,WI,High,Gym,No,Sport Event,9:00 PM,No,No,No,No
20170721UTSPS,2017-07-21,Summer,Spanish Fork High School,Spanish Fork,UT,High,Parking Lot,No,Night,2:30 AM,No,No,No,No
20170801GABAV,2017-08-01,Summer,Bazemore-Hyder Stadium (Valdosta High School),Valdosta,GA,High,Football Field/Track,No,Sport Event,12:45 AM,No,No,No,No
20170813NYHUH,2017-08-13,Summer,Hudson County School Bus,Hudson,NY,null,School Bus,null,null,null,No,No,null,No
20170817GALIL,2017-08-17,Summer,Lithia Spring High,Lithia Springs,GA,High,Classroom,Yes,School Start,7:15 AM,No,No,No,No
20170831CAARS,2017-08-31,Summer,Arroyo Valley High School,San Bernardino,CA,High,Football Field/Track,No,Sport Event,9:00 PM,No,No,No,No
20170908OHCOC,2017-09-08,Fall,Columbus Scioto 6-12,Columbus,OH,6-12,Hallway,Yes,Morning Classes,8:33 AM,,,No,No
20170908ARNON,2017-09-08,Fall,North Little Rock High School,North Little Rock,AR,High,Parking Lot,No,Sport Event,,No,No,,No
20170913WAFRR,2017-09-13,Fall,Freeman High School,Rockford,WA,High,Hallway,Yes,Morning Classes,10:00:00,Yes,No,No,Yes
20170920ILMAM,2017-09-20,Fall,Mattoon High School,Mattoon,IL,High,Cafeteria,Yes,Lunch,11:30:00,Yes,Yes,No,Yes
20170928KYSOL,2017-09-28,Fall,Southern Middle School,Lexington,KY,Middle,Football Field/Track,No,Sport Event,19:30:00,No,No,No,No
20170929MOLEL,2017-09-29,Fall,Lees Summit North High School,Lees Summit,MO,High,Inside School Building,Yes,Morning Classes,8:45 AM,No,No,No,No
20170929CASUL,2017-09-29,Fall,Sun Valley High School,Los Angeles,CA,High,Off School Property,Yes,Dismissal,3:29 PM,No,No,No,No
20170930PAPUC,2017-09-30,Fall,Purchase Line Elementary School,Commodore,PA,Elementary,Parking Lot,No,Night,11:00 PM,No,Yes,No,No
20171012NCCHC,2017-10-12,Fall,Charlotte School Bus,Charlotte,NC,,School Bus,Yes,School Start,7:30 AM,No,No,No,No
20171014NCKEK,2017-10-14,Fall,Kernersville Elementary School,Kernersville,NC,Elementary,Football Field/Track,No,Sport Event,11:00 AM,No,No,No,No
20171020OHSTT,2017-10-20,Fall,Start High School,Toledo,OH,High,Parking Lot,No,Sport Event,9:30 PM,No,No,,No
20171027NYPRU,2017-10-27,Fall,Proctor High School,Utica,NY,High,Parking Lot (Bus),Yes,Dismissal,2:30 PM,No,No,No,No
20171103MIPAL,2017-11-03,Fall,Pattengill Academy,Lansing,MI,Middle,Parking Lot,Yes,Dismissal,4:30 PM,No,No,,No
20171109GABEC,2017-11-09,Fall,Benjamin Banneker High School,College Park,GA,High,Classroom,Yes,Afternoon Classes,3:25 PM,No,No,No,No
20171110GALAM,2017-11-10,Fall,Lakeview Academy,Milledgeville,GA,Elementary,Classroom,Yes,Morning Classes,8:30 AM,No,No,No,No
20171114FLLAM,2017-11-14,Fall,Lake Minneola High School,Minneola,FL,High,Parking Lot,Yes,Morning Classes,,No,No,No,No
20171114CARAR,2017-11-14,Fall,Rancho Tehama Elementary School,Rancho Tehama Reserve,CA,Elementary,Beside Building,Yes,Morning Classes,7:50 AM,No,No,No,No
20171117TNNOJ,2017-11-17,Fall,North Side High School,Jackson,TN,High,Parking Lot,No,Evening,9:30 PM,No,No,,No
20171123COMAD,2017-11-23,Fall,Manual High School,Denver,CO,High,Parking Lot,No,Not a School Day,12:06 PM,No,No,Yes,No
20171128CABOS,2017-11-28,Fall,Booksin Elementary School,San Jose,CA,Elementary,Beside Building,No,Night,4:00 AM,N/A,N/A,No,No
20171129OHBAL,2017-11-29,Fall,Bath High School,Lima,OH,High,Gym,No,Evening,7:00 PM,No,No,No,No
20171130VASAV,2017-11-30,Fall,Salem High School,Virginia Beach,VA,High,Inside School Building,Yes,School Start,8:10 AM,No,No,No,No
20171207NMAZA,2017-12-07,Winter,Aztec High School,Aztec,NM,High,Classroom,Yes,Morning Classes,08:04:00,null,No,No,Yes
20171209ILCHC,2017-12-09,Winter,Champaign Central High School,Champaign,IL,High,Parking Lot,No,Sport Event,9:20 PM,No,No,No,No
20171211NCHIH,2017-12-11,Winter,High Point Central High School,High Point,NC,High,Cafeteria,Yes,Afternoon Classes,2:08 PM,No,No,Yes,No
20171212TXSAP,2017-12-12,Winter,Sam Rayburn High School,Pasadena,TX,High,Parking Lot,No,School Event,6:00 PM,No,No,No,No
20171214TXELD,2017-12-14,Winter,Elisha M. Pease Elementary School,Dallas,TX,Elementary,Classroom,Yes,Dismissal,,No,No,No,No
20171219MIBEB,2017-12-19,Winter,Beecher High School,Beecher,MI,High,Parking Lot,No,Sport Event,,No,No,No,No
20171227CALIL,2017-12-27,Winter,Lincoln Elementary School,Lancaster,CA,Elementary,Parking Lot,No,Evening,10:40 PM,No,No,No,No
20171231LAEDA,2017-12-31,Winter,Edna Karr High School,Algiers,LA,High,Parking Lot,No,Sport Event,8:00 PM,No,No,No,No
20171231WAPIM,2017-12-31,Winter,Pinewood Elementary School,Marysville,WA,Elementary,Beside Building,No,Not a School Day,11:55 PM,No,No,No,No
20180104WANES,2018-01-04,Winter,New Start High School,Seattle,WA,High,Front of School,Yes,Afternoon Classes,1:30 PM,N/A,N/A,,No
20180105IAFOF,2018-01-05,Winter,Forest City School Bus,Forest City,IA,,School Bus,Yes,Before School,,No,No,No,No
20180109AZCOS,2018-01-09,Winter,Coronado Elementary School,Sierra Vista,AZ,Elementary,Inside School Building,Yes,Morning Classes,9:20 AM,,No,No,No
20180116VTMOM,2018-01-16,Winter,Montpelier High School,Montpelier,VT,High,Outside on School Property,Yes,Morning Classes,9:30 AM,N/A,N/A,N/A,N/A
20180122TXITI,2018-01-22,Winter,Italy High School,Italy,TX,High,Cafeteria,Yes,Before School,7:53 AM,No,Yes,No,Yes
20180122LANEN,2018-01-22,Winter,NET Charter High School,New Orleans,LA,High,Front of School,Yes,Afternoon Classes,1:30 PM,No,No,Yes,No
20180123KYMAB,2018-01-23,Winter,Marshall County High School,Benton,KY,High,Hallway,Yes,Morning Classes,7:57 AM,,No,No,Yes
20180125ALMUM,2018-01-25,Winter,Murphy High School,Mobile,AL,High,Beside Building,Yes,Morning Classes,11:20 AM,,No,No,No
20180126MIDED,2018-01-26,Winter,Dearborn High School,Dearborn,MI,High,Parking Lot,No,Sport Event,8:00 PM,No,No,Yes,No
20180131PALIP,2018-01-31,Winter,Lincoln High School,Philadelphia,PA,High,Parking Lot,No,Sport Event,3:51 PM,,No,Yes,No
20180201CASAL,2018-02-01,Winter,Salvador B. Castro Middle School,Los Angeles,CA,Middle,Classroom,Yes,Morning Classes,8:55 AM,Yes,No,No,No
20180205MNHAM,2018-02-05,Winter,Harmony Learning Center,Maplewood,MN,Elementary,Front of School,Yes,Afternoon Classes,1:45 PM,No,No,No,No
20180205MDOXO,2018-02-05,Winter,Oxon Hill High School,Oxon Hill,MD,High,Parking Lot,No,Evening,,,No,No,No
20180208NYTHN,2018-02-08,Winter,The Metropolitan High School,New York,NY,High,Classroom,Yes,Afternoon Classes,3:20 PM,,,,No
20180209TNPEN,2018-02-09,Winter,Peal-Cohn High School,Nashville,TN,High,Parking Lot,No,Dismissal,,,No,Yes,No
20180214FLMAP,2018-02-14,Winter,Marjory Stoneman Douglas High School,Parkland,FL,High,Hallway,Yes,Afternoon Classes,2:21 PM,No,No,No,Yes
20180215FLNOC,2018-02-15,Winter,North Broward Preparatory School,Coconut Creek,FL,K-12,Hallway,Yes,Morning Classes,9:30 AM,N/A,N/A,N/A,N/A
20180220OHJAM,2018-02-20,Winter,Jackson Memorial Middle School,Massillon,OH,Middle,Bathroom,Yes,School Start,,,No,No,Yes
20180226WAOAT,2018-02-26,Winter,Oakland High School,Tacoma,WA,High,Bathroom,Yes,Lunch,,No,No,No,No
20180228GADAD,2018-02-28,Winter,Dalton High School,Dalton,GA,High,Classroom,Yes,Morning Classes,11:30 AM,No,No,No,No
20180305MOKIC,2018-03-05,Spring,Kingston High School,Cadet,MO,K-12,Classroom,Yes,School Start,7:40 AM,No,No,No,No
20180307ALHUB,2018-03-07,Spring,Huffman High School,Birmingham,AL,High,Inside School Building,Yes,After School,3:45 PM,No,No,No,No
20180309KYFRL,2018-03-09,Spring,Frederick Douglass High School,Lexington,KY,High,Classroom,Yes,Morning Classes,,No,No,No,No
20180313VAGEA,2018-03-13,Spring,George Washington Middle School,Alexandria,VA,Middle,Office,Yes,Morning Classes,9:10 AM,No,No,No,No
20180313CASES,2018-03-13,Spring,Seaside High School,Seaside,CA,High,Classroom,Yes,Morning Classes,1:20 PM,No,No,No,No
20180316MTBIM,2018-03-16,Spring,Big Sky High School,Missoula,MT,High,Parking Lot,Yes,Lunch,12:45 PM,N/A,N/A,N/A,N/A
20180319VADOP,2018-03-19,Spring,Douglass Park Elementary School,Portsmouth,VA,Elementary,Parking Lot,No,After School,4:23 PM,No,No,No,No
20180320MDGRG,2018-03-20,Spring,Great Mills High School,Great Mills,MD,High,Hallway,Yes,School Start,7:55 AM,No,Yes,No,No
20180328MSEUE,2018-03-28,Spring,Eupora High School,Eupora,MS,High,Field (General),No,After School,2:30 PM,,No,No,No
20180329KYJOE,2018-03-29,Spring,John Hardin High School,Elizabethtown,KY,High,Beside Building,Yes,Afternoon Classes,1:00 PM,No,Yes,No,No
20180409NYGLG,2018-04-09,Spring,Gloversville Middle School,Gloversville,NY,Middle,Hallway,Yes,Morning Classes,11:00 AM,No,No,No,No
20180412MORAR,2018-04-12,Spring,Rayton South Middle School,Rayton,MO,Middle,Parking Lot,No,Sport Event,5:30 PM,No,No,No,No
20180419MIJAJ,2018-04-19,Spring,Jackson High School,Jackson,MI,High,Off School Property,Yes,Afternoon Classes,1:44 PM,No,No,,No
20180420FLFOO,2018-04-20,Spring,Forest High School,Ocala,FL,High,Classroom,Yes,Morning Classes,08:39:00,No,No,No,Yes
20180423GABEA,2018-04-23,Spring,Benjamin E. Mays High School,Atlanta,GA,High,Parking Lot,Yes,Lunch,1:00 PM,No,Yes,No,No
20180425NMHIA,2018-04-25,Spring,Highland High School,Albuquerque,NM,High,Front of School,Yes,Dismissal,14:30:00,No,No,No,No
20180503SDENW,2018-05-03,Spring,Enemy Swim Day School,Waubay,SD,K-8,Field (General),No,Evening,9:55 PM,,,No,No
20180503TNWAW,2018-05-03,Spring,Waynesboro Elementary School,Waynesboro,TN,High,Bathroom,Yes,Morning Classes,,No,No,No,No
20180505MIFOF,2018-05-05,Spring,Fowlerville High School,Fowlerville,MI,High,Gym,No,Sport Event,3:00 PM,N/A,N/A,N/A,N/A
20180511CAHIP,2018-05-11,Spring,Highland High School,Palmdale,CA,High,Bathroom,No,Before School,7:05 AM,,No,No,No
20180516ILDID,2018-05-16,Spring,Dixon High School,Dixon,IL,High,Gym,Yes,Morning Classes,8:00 AM,Yes,No,No,
20180517MOCEK,2018-05-17,Spring,Central High School,Kansas City,MO,High,Off School Property,No,School Event,8:30 PM,No,No,No,No
20180518GAMOA,2018-05-18,Spring,Mount Zion High School,Atlanta,GA,High,Parking Lot,No,School Event,,No,No,No,No
20180518TXSAS,2018-05-18,Spring,Santa Fe High School,Santa Fe,TX,High,Classroom,Yes,Morning Classes,7:45 AM,Yes,No,No,Yes
20180521GABEG,2018-05-21,Spring,Beaverbrook Elementary School,Griffin,GA,High,Parking Lot,Yes,Afternoon Classes,,No,No,No,No
20180525INNON,2018-05-25,Spring,Noblesville West Middle School,Noblesville,IN,Middle,Classroom,Yes,Morning Classes,9:00 AM,No,No,No,No
20180601TXMCM,2018-06-01,Summer,McKinney North High School,McKinney,TX,High,Classroom,Yes,Morning Classes,,No,No,No,No
20180615OHVAB,2018-06-15,Summer,Valley Elementary School,Beaver Creek,OH,Elementary,Basketball Court,No,Night,4:00 AM,No,Yes,No,No
20180617ORGRP,2018-06-17,Summer,Grant High School,Portland,OR,High,Football Field/Track,No,Night,4:45 AM,No,No,,No
20180621TXSKD,2018-06-21,Summer,Skyline High School,Dallas,TX,High,Football Field/Track,No,Before School,5:00 AM,No,No,,No
20180624MTSEM,2018-06-24,Summer,Sentinel High School,Missoula,MT,High,Field (General),No,Sport Event,6:30 PM,No,No,No,No
20180625OHFUS,2018-06-25,Summer,Fulton Elementary School,Springfield,OH,Elementary,Parking Lot,No,After School,3:00 PM,No,No,No,No
20180701TNRAM,2018-07-01,Summer,Raineshaven Elementary School,Memphis,TN,Elementary,Beside Building,No,Night,9:00 PM,No,,,No
20180703KSSUO,2018-07-03,Summer,Sunrise Point Elementary School,Overland,KS,Elementary,Beside Building,No,Not a School Day,9:00 AM,No,No,No,No
20180711OHMIM,2018-07-11,Summer,Milkovich Middle School,Maple Heights,OH,Middle,Parking Lot,No,Not a School Day,8:30 PM,,,No,
20180717WVHUH,2018-07-17,Summer,Hurricane High School,Hurricane,WV,High,Parking Lot,No,After School,6:00 PM,No,No,No,No
20180719WAWEY,2018-07-19,Summer,West Valley Middle School,Yakima,WA,Middle,Beside Building,No,Evening,5:15 PM,,,,No
20180803IALIO,2018-08-03,Summer,Liberty Elementary School,Ottumwa,IA,Elementary,Parking Lot,No,Afternoon Classes,14:00:00,No,No,No,No
